"","log.a","log.b","log.c"
"21605",-4.02830413437434,-4.25536288764778,-5.38679380319109
"21606",-3.90503804536786,-4.0040208809239,-5.53817754579582
"21607",-3.97281107319406,-4.03443318584986,-5.16493809962462
"21608",-4.18681646213076,-4.39493223891945,-5.68225960825092
"21609",-4.37971460188507,-4.40862918344434,-5.29357847635078
"21610",-3.79233977178459,-3.83684456666006,-5.8912169559005
"21611",-3.93819904931731,-4.02001174658509,-5.52690034442069
"21612",-4.04595525915452,-4.08153820759441,-5.52871487591481
"21613",-4.30570824643779,-4.35392528419196,-5.38764269804119
"21614",-4.33567481675773,-4.6965439315832,-5.48789034864818
"21615",-4.0288880397631,-4.3028592778065,-5.84435267064577
"21616",-4.15223013414469,-4.25736941812949,-5.44212480387858
"21617",-4.16421359438028,-4.56610010275181,-5.79994382932461
"21618",-3.85103793210485,-3.92939662199277,-5.52450717716264
"21619",-3.81101240218914,-3.82378540953309,-5.77723159633358
"21620",-4.31358866158771,-4.73369313082172,-5.90631526983414
"21621",-4.32829437060259,-4.67540924651966,-5.78618929685037
"21622",-4.14072423308458,-4.31493805122946,-5.65368482566532
"21623",-3.95274018368286,-4.18255765270835,-5.41522816922385
"21624",-4.07279273524454,-4.29988739966516,-6.00115350300068
"21625",-3.97009016138257,-4.01396120253548,-5.65330242765079
"21626",-3.9889440550968,-4.11835540518362,-5.57343426921283
"21627",-3.93294345451797,-3.96094485358076,-5.42643078045161
"21628",-3.79156536917999,-3.86918225360241,-5.62012579364399
"21629",-4.27274183446451,-4.68200626919541,-5.61060536540669
"21630",-3.89475145191898,-4.10656241008619,-5.77353145543381
"21631",-3.91225004572964,-4.01760975216449,-5.48635269179867
"21632",-3.58090280659057,-3.65551875323127,-4.87394821764891
"21633",-4.14585649802519,-4.81549769269554,-6.14908531668387
"21634",-4.27647723388733,-4.4082656943977,-5.72866377627558
"21635",-4.08156935496495,-4.32631132875808,-5.79281907653013
"21636",-4.15857280243982,-4.30734042611423,-5.26196621482953
"21637",-4.10537934405775,-4.35400846893733,-5.55952347897964
"21638",-3.56360846085431,-3.62707622018164,-5.63688733133808
"21639",-3.71035319166457,-3.80571427957426,-5.42671806525576
"21640",-4.02197546028738,-4.04999499686474,-5.38919124172519
"21641",-3.70612946775992,-3.85748953971082,-5.64705580799973
"21642",-4.31355387211267,-5.18746130263798,-5.77413548958285
"21643",-4.04855611467112,-4.08423232970756,-5.34520848118951
"21644",-4.19308122176272,-4.21207285825793,-5.62469419990806
"21645",-3.83948925489736,-3.85007275086759,-5.08170864745272
"21646",-4.22030264543619,-4.40583473423235,-5.6633797396845
"21647",-3.91150500974511,-4.08700551923973,-5.54802868973364
"21648",-4.03638054884505,-4.09844276504548,-5.48967269403243
"21649",-3.30496584367397,-3.39526676228065,-5.42030605938511
"21650",-3.84013638888118,-3.9291803474367,-5.35717127671486
"21651",-4.23155306528504,-4.34960428444244,-6.20236207219519
"21652",-4.12830385718184,-4.17382428285019,-5.71190059588165
"21653",-3.92982651457189,-4.00586108783464,-5.29579402843308
"21654",-4.15547126747115,-4.24733937837547,-5.54329520117714
"21655",-3.92906461303679,-4.49345194143742,-5.32839634778312
"21656",-4.07030271784669,-4.54960575963332,-6.54609333565393
"21657",-4.06102670901038,-4.42361037932142,-5.63864878433543
"21658",-3.79222529400449,-3.86560438039714,-5.6509538689805
"21659",-3.98331180733697,-4.01504311377603,-5.55422257092608
"21660",-3.95143300350072,-4.04938667403455,-5.28781255910544
"21661",-4.12159982267463,-4.21783945458117,-5.19412601817875
"21662",-3.56044647960439,-3.5982571094708,-4.84045833700417
"21663",-3.99149401486097,-4.04532582152575,-5.05904253825412
"21664",-3.89401757426629,-4.11468339464173,-4.76109661478436
"21665",-4.06771829484623,-4.37869843051754,-5.32751668709574
"21666",-3.80874635567329,-4.19283907870665,-5.61361192478683
"21667",-4.46138524739652,-4.54360544957329,-4.94619130151757
"21668",-3.95528394791087,-4.0386143973822,-5.25304480484302
"21669",-3.89518479077718,-4.13765485688407,-5.67422933611326
"21670",-4.02041205589163,-4.04383128913129,-5.45720470806544
"21671",-3.86361801556754,-3.99198009135348,-5.69056105133258
"21672",-4.32804475532051,-4.42399337637686,-5.55780685957297
"21673",-4.18063323626023,-4.37736323416748,-5.71643406484202
"21674",-3.78833251679248,-4.36751234330704,-5.16595718659805
"21675",-3.76537138310504,-3.97876588004749,-5.33612090354624
"21676",-3.78387803276389,-3.88272406637634,-5.24289256676719
"21677",-3.95330247344264,-3.97616594205782,-5.32850290678597
"21678",-4.18303581383175,-4.25721920896645,-5.59584664033431
"21679",-3.93128699743108,-4.08818643740233,-5.81475721960075
"21680",-3.89047400950335,-4.03972393228108,-5.72327906970866
"21681",-3.84820940514893,-4.2777360574589,-5.26698460810319
"21682",-4.14066351484796,-4.34986999756544,-5.6795136772166
"21683",-3.68608539226708,-3.70032935067516,-5.61156012824351
"21684",-3.82719862175083,-4.12391716355361,-5.63632322127887
"21685",-3.89641084387343,-3.97168968336538,-5.29587374247086
"21686",-4.0242396378521,-4.16223677683413,-5.50117739057295
"21687",-4.20886097475964,-4.39819396597322,-5.3963478734361
"21688",-4.31893050934897,-4.40573901693203,-5.49855526516358
"21689",-4.19472527424535,-4.45059800495719,-5.86284288928597
"21690",-4.05901210881327,-4.08051640227561,-5.53168012150349
"21691",-3.82972190736858,-3.91551351392989,-5.1934695907603
"21692",-3.88178919526344,-3.94032209043786,-5.93986877164664
"21693",-4.31700106631739,-4.59446499838144,-5.61790831778729
"21694",-3.87347786444676,-4.05683511248989,-5.19604942583949
"21695",-3.6219542895657,-3.86894784892643,-4.88306871398386
"21696",-3.81029156035602,-4.33264757324606,-5.27387383250029
"21697",-3.8147764806568,-4.02547658875718,-5.54326360314733
"21698",-3.78948761855008,-4.02691677033842,-4.98681689469472
"21699",-3.747203218752,-3.82727058793056,-5.56925056723669
"21700",-4.14753607378055,-4.18251599720874,-5.72149072686674
"21701",-4.05812878120007,-4.14598131946311,-5.419640127118
"21702",-3.6506411101485,-3.70752133330764,-5.36760896973347
"21703",-4.03868346118177,-4.18834172581825,-5.82318825955429
"21704",-4.05139159880743,-4.21131093573755,-5.02457514125816
"21705",-3.9092600868551,-4.32106199749301,-5.84486887590188
"21706",-4.10895881335853,-4.42094677296793,-5.1231034483602
"21707",-3.83661694167768,-4.20113713811811,-5.51585058979135
"21708",-4.32917248046422,-4.78270246365194,-6.22879066509528
"21709",-3.77327211006808,-4.21324728830169,-5.2997883284326
"21710",-3.92104012380347,-4.00766306100479,-5.36423389749705
"21711",-3.87389732828021,-3.98625999890589,-5.6339252772973
"21712",-4.37823513942539,-4.50980656246384,-5.6353944332397
"21713",-3.7808804256745,-4.2758867812562,-5.70063779368085
"21714",-3.94870419277718,-3.96425144471736,-5.57410487148447
"21715",-3.92924999476252,-4.08214611642192,-5.61850278886634
"21716",-3.72608095472082,-4.17082637225882,-5.30463175778343
"21717",-3.86436049349391,-4.17050491405429,-5.10714207479267
"21718",-4.25507399744335,-4.26460951535942,-5.27750384300597
"21719",-3.82065727021216,-4.06803111807645,-4.94125705846415
"21720",-4.06631114833281,-4.26597582184634,-5.46444920136339
"21721",-4.01757606830043,-4.03635551009849,-5.54073883826963
"21722",-4.09707958144219,-4.20342938705505,-5.26416819433307
"21723",-3.72243677424786,-4.02446015120352,-5.42623089151384
"21724",-3.99432240366031,-4.38768039389421,-4.8236671468111
"21725",-3.95578551606855,-4.14080478866205,-5.42251263333911
"21726",-4.22183716746435,-4.59981497699296,-5.98493095268535
"21727",-4.10318973091529,-4.2705982768761,-5.59817316150236
"21728",-4.17950276252267,-4.45811873009571,-5.36582831471706
"21729",-3.91297098979366,-4.00449038471933,-6.21143005407565
"21730",-4.53116614637883,-4.73744768121167,-5.99308799233971
"21731",-4.15971769028046,-4.26467913155609,-5.8564586387835
"21732",-4.07312004765916,-4.23716229832407,-5.46349963344527
"21733",-4.3038247672107,-4.58449044973029,-5.88781167370387
"21734",-3.87275960732618,-3.98273372686076,-5.50012161252423
"21735",-3.89578637255499,-3.90102613889001,-5.41532388200435
"21736",-4.24670747612987,-4.33788189180118,-5.35087728358363
"21737",-3.27319050005128,-3.37325723232489,-5.0946691204953
"21738",-4.34625976259156,-4.53334773622852,-5.87953772779689
"21739",-3.93371444489255,-4.14895740856752,-5.21701212610506
"21740",-4.15220353131723,-4.17872224366113,-5.71701243916014
"21741",-3.73686075201273,-3.80001391343256,-5.26895744525992
"21742",-3.75331302239605,-4.0281789755368,-5.14705501388689
"21743",-4.32914474857722,-5.1844692493622,-5.77142102674553
"21744",-3.97727239608832,-4.21355767473084,-5.50592425357514
"21745",-3.97693027121741,-4.12782811000801,-5.5046921423335
"21746",-3.96499219062672,-4.02367254438756,-5.33843346998067
"21747",-3.74187149303053,-3.96108966122489,-4.95194398213754
"21748",-4.06389667651455,-4.29418540312932,-5.66983004843362
"21749",-4.05814500911183,-4.27569709970534,-5.7006416989042
"21750",-3.86323282478258,-3.92576263512236,-5.28067162125194
"21751",-3.99644314674332,-4.29740987046565,-5.31178133978247
"21752",-4.30561762498563,-4.3662672535378,-5.74354181692884
"21753",-3.93206600290618,-4.04323198318208,-5.35441759756368
"21754",-3.94801459995994,-4.32556278110176,-5.57234538753833
"21755",-4.32534562011231,-4.54533078563659,-5.68327328932829
"21756",-4.32146178489697,-4.89091390605754,-5.92825725580844
"21757",-4.34035113346116,-4.38643214020706,-6.04587609204415
"21758",-4.05018503426878,-4.21635540830721,-5.73419159113983
"21759",-3.64226546746928,-3.98281077536022,-5.60983048328193
"21760",-4.20426585416802,-4.30531309434549,-5.72787451394253
"21761",-4.00783345932704,-4.36707380950415,-5.34105118311758
"21762",-4.03525641275782,-4.20878015080787,-5.6735396743402
"21763",-4.10963086030089,-4.48253375544848,-5.58844867486091
"21764",-3.99322385148161,-4.21290121569001,-5.92425633599913
"21765",-4.25490567141747,-4.74380184346675,-5.70900764306809
"21766",-3.82684534706067,-3.88283449121433,-5.60242243851665
"21767",-4.02380620761876,-4.25913186319149,-5.83064954025261
"21768",-3.90787936309404,-4.23586477598121,-5.51801409935539
"21769",-4.25369284642399,-4.30356440325063,-5.80615733269392
"21770",-3.8461427614709,-4.09657239146366,-5.06623674904742
"21771",-4.10501342841128,-4.37205803768771,-5.39573180463381
"21772",-3.89631639582512,-3.98025280299067,-5.76684175575164
"21773",-4.25428205710065,-4.32965577411171,-5.4044328257936
"21774",-3.73673347009025,-3.76143794014291,-5.6881898245072
"21775",-4.01876062905175,-4.04208148713012,-5.43822415001147
"21776",-3.91552274539473,-4.39673703864885,-5.3979487181445
"21777",-3.91761132738144,-4.1733601638325,-5.69682120513284
"21778",-3.75232592640322,-3.98125850921302,-5.51386527129183
"21779",-3.90714767944696,-4.13035140265355,-5.65103101996853
"21780",-4.14854221259693,-4.3160397920981,-5.52920714397851
"21781",-3.76940276525876,-3.87423336947231,-5.5023411241976
"21782",-4.18274086244641,-4.36654656688826,-6.0510574810215
"21783",-3.75573113055394,-3.78501867894706,-5.73115868161566
"21784",-4.30338536255934,-4.41754024969975,-5.50303232803893
"21785",-4.05607474108437,-4.13467544009823,-5.61571234404143
"21786",-4.26066571873692,-4.27424153443499,-5.69077676760725
"21787",-3.6456793702471,-3.86894158644514,-5.93391317561271
"21788",-4.09301394465679,-4.2879315100583,-5.80515718976137
"21789",-3.89138656797279,-4.03501837014501,-6.09505282404658
"21790",-4.13000139908197,-4.31382565653489,-5.72144165866791
"21791",-4.1368333092802,-4.61445932046358,-5.95774182607726
"21792",-3.87167795563163,-3.91916212869976,-5.24489892267391
"21793",-4.17324769231246,-4.41511635426541,-5.42426618247689
"21794",-3.94932692926497,-4.30928008161619,-5.41966141666388
"21795",-4.00351089245791,-4.0394621439257,-5.51012710618859
"21796",-3.9178209553943,-4.12926199858151,-5.48915736187151
"21797",-4.29950840876174,-4.29950852170908,-5.55161365013859
"21798",-3.76741818772499,-3.9580101804958,-5.45546012482863
"21799",-3.94985917228422,-4.06265164917478,-5.60744796180289
"21800",-3.70375325126318,-3.85243926782649,-5.60645376840468
"21801",-3.98230858232162,-4.12066992073003,-5.56333922709496
"21802",-3.91739060673249,-4.09795492963975,-5.63903925647578
"21803",-4.00928304833404,-4.2772071413891,-5.85778394253424
"21804",-3.90516096222134,-3.91012377331793,-5.56637006784188
"21805",-3.85248649602079,-4.07770852456135,-5.2778995739979
"21806",-3.92940719997642,-4.18584739511266,-5.46834371797731
"21807",-4.20696403398523,-4.5999242797131,-5.49663954504278
"21808",-4.19259112485763,-4.25207218200073,-5.45431831156487
"21809",-4.26151357335259,-4.39211197009689,-5.65148611698858
"21810",-3.94984714747951,-4.08967573867969,-5.49044723509382
"21811",-3.64205648296556,-3.83739122440148,-5.65624776413087
"21812",-3.78772512189964,-3.8422833743087,-5.57075391576846
"21813",-4.29651905583392,-4.63085580845932,-5.53508737600202
"21814",-4.04145377486478,-4.32289622776047,-5.53640668810189
"21815",-4.04015915240469,-4.22764920199597,-5.70657580911012
"21816",-4.12603802493935,-4.4615145778936,-5.68498660229821
"21817",-3.96420940842829,-4.03222823375724,-5.64511984222843
"21818",-4.02323332189647,-4.05796806847764,-5.7393984888044
"21819",-3.7738797340531,-3.92878251603691,-5.01485681198535
"21820",-4.25891462300349,-4.48374320420591,-5.4300201356344
"21821",-4.11771544401863,-4.3042030047546,-5.6450589274505
"21822",-4.0115454725091,-4.43993655378029,-5.51049800210524
"21823",-4.28653758497545,-4.58682103651255,-5.64190530308487
"21824",-3.39607518119649,-3.43258412488818,-5.5235968478049
"21825",-3.49514960050466,-3.58469930971142,-5.6166946588991
"21826",-4.37498494867662,-4.40233096371291,-5.71791220078113
"21827",-4.00876413022761,-4.07664638880017,-5.70214448879059
"21828",-4.20244259676634,-4.24148473934224,-5.52536658456905
"21829",-4.01621992834662,-4.05441806802347,-5.57068175130064
"21830",-3.81009248102871,-3.91734122555742,-5.64197739707508
"21831",-4.1405868014261,-4.35804126054823,-5.37146079912895
"21832",-3.91858993252521,-4.07516332336278,-5.82059553804164
"21833",-4.38597031247046,-4.56747289488034,-5.80626413436779
"21834",-3.93196004282736,-4.1820117635415,-5.4658187560264
"21835",-4.28315085779001,-4.59302112598477,-5.77432438257725
"21836",-3.56654441630897,-3.90307684478269,-5.54035583224381
"21837",-4.06476284892668,-4.06704091328275,-5.28631186299695
"21838",-4.37557454912323,-4.55607707996332,-5.50522730769946
"21839",-4.05014730380371,-4.68995069468852,-5.35546083225307
"21840",-4.03776067470396,-4.1900643976921,-5.4317758412628
"21841",-4.07127982583361,-4.59041535905786,-5.42417082934646
"21842",-3.69872125711381,-3.80389336545649,-5.49992464138227
"21843",-3.79303353514956,-3.94863280653806,-5.5900120727755
"21844",-3.87112692051507,-4.04304086508758,-5.8015916935038
"21845",-3.85290784121982,-4.08916074218218,-5.01704329228798
"21846",-4.26811147455791,-4.29660247190754,-5.74235474171252
"21847",-3.93721430049006,-4.07085280803824,-5.59858439321597
"21848",-4.03291903287936,-4.52355932366108,-5.78326963464096
"21849",-3.96395861762832,-4.22938449899393,-5.3435974236172
"21850",-4.12663491398313,-4.21447674217042,-5.87280668817427
"21851",-4.0007135388894,-4.32262406114408,-5.789158838011
"21852",-4.19691675065997,-4.79378834101028,-5.36940056045858
"21853",-4.1206813777061,-4.36832327749822,-5.45254588707556
"21854",-3.90622912795923,-3.99488190949065,-5.58890217816753
"21855",-4.24501122017029,-4.36605859348972,-5.58830242690524
"21856",-4.1725091566943,-4.44936866050635,-5.44868239235787
"21857",-4.08501144106889,-4.46658242168751,-5.19899413702043
"21858",-4.19605671741592,-4.45341802354657,-5.0519927996198
"21859",-3.68201526695389,-3.81776264404353,-5.42522837976663
"21860",-4.37562583114666,-4.725755466626,-5.90817221233654
"21861",-3.77610698194645,-3.79029702741475,-5.37017267969328
"21862",-3.52443223850122,-3.77576376830877,-5.20825348908056
"21863",-4.18438569805578,-4.25384101207163,-5.67882501429994
"21864",-4.07976388284915,-4.32122524474705,-5.44690698708872
"21865",-3.55639918176863,-3.64313651115232,-5.62563375325116
"21866",-4.20065696563359,-4.28174740640418,-5.34430307512114
"21867",-4.02563474155419,-4.44427179085917,-5.73401156820633
"21868",-4.2385783512887,-4.49100798384019,-5.38113213986528
"21869",-4.2435232851605,-4.34282821857421,-5.5183838866651
"21870",-4.0739650555947,-4.38267445971583,-5.73155380340572
"21871",-3.91635554852973,-4.36571156600747,-5.4845791110323
"21872",-3.90090098965036,-3.99099006136086,-5.23227305386905
"21873",-3.83221897718917,-3.95584114623944,-5.74557041790129
"21874",-4.19974316804303,-4.24774639109569,-5.60299609128497
"21875",-3.96618939752825,-4.20970886860668,-5.31048395280169
"21876",-3.90105120785788,-4.05343199414782,-5.53486205201544
"21877",-3.99164305951694,-4.41389130271572,-5.76045707138689
"21878",-3.95579449146245,-4.42768915355416,-5.6398295442573
"21879",-4.01608422470114,-4.131412709634,-5.37137666713669
"21880",-3.57521634064993,-3.823499980712,-5.64421422235585
"21881",-4.24436450805426,-4.50761107205568,-5.61617745051025
"21882",-3.65216723883323,-3.86952585965784,-5.05464691476281
"21883",-4.02452778025817,-4.08186649178414,-5.52105834465125
"21884",-3.92840090691978,-3.94126296508783,-5.41672000592246
"21885",-4.08627588751172,-4.29727440822458,-5.78811480575859
"21886",-3.72226205793031,-4.044398610871,-5.90253338381928
"21887",-3.89510961403176,-3.97939681315751,-5.55159642708246
"21888",-4.06663751271299,-4.23006479670932,-5.28310236783933
"21889",-4.38092319006052,-4.43466831658416,-5.65650542003893
"21890",-3.91557945531056,-4.1240222282518,-5.2401981821312
"21891",-3.95528728314302,-4.1396550307503,-5.79036326169068
"21892",-3.86782510536021,-4.11303038789604,-5.81181476303518
"21893",-3.965698832249,-4.12690000124905,-5.57780410963445
"21894",-3.82930491055492,-4.23299028874828,-5.57594373979915
"21895",-4.04164448694829,-4.11232058258938,-5.88936338970875
"21896",-4.00086049861802,-4.01190885789109,-5.22717390381282
"21897",-3.84365259662276,-3.99655408475293,-5.2014300345267
"21898",-3.84444279046206,-4.08112757304059,-5.64984356523969
"21899",-4.02690321919644,-4.47860846440858,-5.42449211414718
"21900",-4.29287377446217,-4.57311772396283,-5.55606110074193
"21901",-4.09314492381368,-4.31186032459986,-5.66227229217142
"21902",-3.71044225892574,-3.73875636015757,-5.51714039882852
"21903",-3.92008858820316,-3.93346887463813,-4.79615968560765
"21904",-3.98596308533796,-4.01391603901489,-5.70360977272029
"21905",-4.08765449538723,-4.18290213202233,-5.81385037034731
"21906",-4.25986704520273,-4.7930114211692,-5.75297013409862
"21907",-3.96416231473123,-4.01601969829709,-5.60615228640983
"21908",-3.7764886735302,-3.95494156132586,-5.45426263914217
"21909",-4.08583337175385,-4.19931252701195,-5.43678677073688
"21910",-3.71921957278578,-3.7238086298516,-5.03619649444181
"21911",-3.84521309344805,-3.88804489428785,-5.57018159378938
"21912",-3.99728234472205,-4.1794810744218,-6.16186759428899
"21913",-3.54073032527916,-3.55555356377844,-5.276921297226
"21914",-4.24599049224932,-4.36587103548983,-5.83353167396157
"21915",-3.85597570087476,-3.86954929312486,-5.66125499319928
"21916",-4.05743795124514,-4.43557733165725,-5.18910073130189
"21917",-3.82572928996443,-4.2858814839066,-5.90540462838059
"21918",-4.0206146492836,-4.24467058248181,-5.54115125709518
"21919",-3.97178406051657,-4.05629410070258,-5.64830815254554
"21920",-4.29636123916206,-4.31220240120298,-6.01351705555003
"21921",-4.24325939612888,-4.29217467255884,-5.57948716127568
"21922",-3.74459655128121,-3.7993504364283,-5.51742549363109
"21923",-4.17803077263003,-4.38013127022346,-6.23143846329048
"21924",-4.08026652838375,-4.20546345190753,-5.5658482699259
"21925",-3.94573581500786,-4.08299937340826,-5.7388831405345
"21926",-4.61551384122673,-4.93176260663114,-5.76269068918777
"21927",-3.80742765787495,-3.82190823497579,-5.58482441333959
"21928",-3.76033313184953,-3.8784890317781,-5.53086829242011
"21929",-3.75300997464799,-3.86411280782593,-5.98906506948432
"21930",-4.29713772623262,-4.72932247630449,-5.97126491373796
"21931",-3.85936275993426,-3.93057496220637,-5.78988153188106
"21932",-4.20247587617636,-4.32328610220009,-5.33344456945408
"21933",-4.4733252275581,-4.71212769207722,-5.9537254638094
"21934",-3.68749874690154,-3.8532932594424,-5.53409022493526
"21935",-4.01719095840498,-4.05209976689531,-5.29546041939458
"21936",-3.99245993080044,-4.09588226588706,-5.17944714901098
"21937",-3.91590052880465,-4.0509741144903,-5.56537452235256
"21938",-4.33711165546168,-4.56978279247951,-5.57583229061042
"21939",-4.22205510689442,-4.63584899135745,-5.85517586123109
"21940",-4.01108915227788,-4.23993282516006,-5.6531691451541
"21941",-3.9436601099301,-4.54981351182571,-5.57494348044761
"21942",-2.89257255090061,-2.91203081435817,-5.5291027642919
"21943",-3.46985274698336,-3.50078041504935,-5.63568780559623
"21944",-4.17330018316921,-4.17981734528803,-5.40439843927944
"21945",-3.86844739570448,-3.88975510534445,-5.65618688090172
"21946",-4.07806860821306,-4.17502571735056,-5.48684803801769
"21947",-3.92251343820995,-4.10965775746289,-5.50157857109185
"21948",-4.24974915691779,-4.62987923399168,-5.62278772458157
"21949",-3.83182348450293,-3.91857522531006,-5.42353241749805
"21950",-4.28561632640662,-4.29304211856161,-5.44850756359843
"21951",-4.02024787672596,-4.27065232207239,-5.08201387908897
"21952",-3.94032789100056,-4.27226721116833,-5.12983242658077
"21953",-4.11031226651977,-4.53528627882363,-5.3218298903315
"21954",-4.23872701863122,-4.36312704916366,-5.82936891827185
"21955",-4.27796158764926,-4.29268366305971,-5.5395699811811
"21956",-4.08213714623632,-4.44186501048309,-5.44069949706067
"21957",-4.09623342091616,-4.43120960083932,-5.84688003689136
"21958",-4.19743767539764,-4.56694651140968,-5.46812124999882
"21959",-3.63555768690273,-3.95284622647649,-5.38323180291445
"21960",-4.22474918327412,-4.56724311640219,-5.41101980356115
"21961",-3.98955633833386,-4.18395323194234,-5.4827089714343
"21962",-4.05970651382206,-4.14323337316725,-5.58425967998055
"21963",-3.55446513937277,-3.60686820659879,-5.62816034860979
"21964",-4.24011807486499,-4.53772228148712,-5.60007809698573
"21965",-3.94043263496716,-3.95641249970922,-5.53350308881001
"21966",-3.90944460576531,-4.0463646698831,-5.07152325962412
"21967",-4.04998615093282,-4.16465229533548,-5.08124414437306
"21968",-3.92233199157592,-4.02695591359153,-5.07524463415889
"21969",-4.24528039968881,-4.55837777734181,-5.87712720607357
"21970",-3.98806021716038,-4.07549746049455,-5.6042422530878
"21971",-3.91066906117443,-3.99077742069249,-5.39231239783502
"21972",-3.40261387693507,-3.45082784828946,-5.3415628580715
"21973",-4.34773774954517,-4.45205515176659,-5.79955670671478
"21974",-4.35279273876548,-4.6281761473558,-5.54776374028298
"21975",-3.83465578602923,-3.8621514879883,-5.43827756667068
"21976",-3.87581695153852,-3.96177278724531,-5.1146037016641
"21977",-4.02943282021939,-4.22816771423626,-5.90476644809332
"21978",-4.44986063054723,-4.65143462493495,-5.76158046469407
"21979",-3.70139948041198,-3.89502966460198,-5.08937822442569
"21980",-3.75523239451576,-4.10911497628724,-5.10216490675045
"21981",-3.99853164199566,-4.12684885909229,-5.29921899975988
"21982",-4.04200594879615,-4.31031409157591,-5.16013496425036
"21983",-4.00815572696718,-4.05365937451054,-5.65384062473303
"21984",-3.89313262617693,-4.16014810349859,-5.43079999995187
"21985",-3.89729522983949,-4.11762555713172,-5.1918677250392
"21986",-3.78349723237114,-3.84135273892905,-5.53035168438667
"21987",-3.9851676026808,-4.00051782284233,-5.71353874825621
"21988",-3.70096187582148,-3.83341521359588,-5.45667498462609
"21989",-4.09612890258782,-4.39641156369527,-5.20014135296926
"21990",-3.80200203783425,-3.81753380060488,-5.4396930611969
"21991",-4.087888986089,-4.15488010684004,-5.61691165727484
"21992",-3.76381857904602,-4.19247177629363,-5.34816353683067
"21993",-3.71323380462188,-3.89466389449556,-5.21153210692766
"21994",-3.81187215717294,-3.93427897092046,-5.52176599637888
"21995",-4.15414762554098,-4.27982171571385,-5.70428275238002
"21996",-4.33428446174332,-4.63762083560766,-5.87059988441469
"21997",-4.02063046602455,-4.4149198864798,-5.68853900151064
"21998",-4.2141394190953,-4.42605450355086,-6.00018367985974
"21999",-4.00459155072486,-4.11057011924593,-5.45833347375598
"22000",-4.23806578335008,-4.48511310604589,-5.60022485888544
"22001",-4.3646570444427,-4.59330128134615,-5.76027378438768
"22002",-4.51760033113543,-4.99465650885016,-5.51699414540994
"22003",-4.26683838843754,-4.42569838337811,-5.90885764282093
"22004",-4.28600892440278,-4.33118503401163,-5.79293966078729
"22005",-3.90981758447462,-4.17108704892605,-5.26626310769259
"22006",-3.89193521814856,-4.11531321302355,-5.92637917367231
"22007",-3.96388979884509,-4.03450294386624,-5.65857932175584
"22008",-3.95239463422734,-4.13582368219711,-5.73086978132385
"22009",-4.14207701996836,-4.24435126047617,-5.3616298388993
"22010",-4.10821282772243,-4.44140807239055,-5.70570352514213
"22011",-4.34994840420677,-4.88932073678283,-6.05602248918737
"22012",-3.71177997191218,-3.82687736633516,-5.42348824141727
"22013",-4.18296706861929,-4.25615953335359,-5.66876863878672
"22014",-3.86838783432971,-4.04051468053468,-5.51403572716159
"22015",-3.82804442784031,-3.96405375388392,-5.8735176370647
"22016",-4.21497081266669,-4.51720618887436,-5.39948514759291
"22017",-4.31326913175431,-4.37733263397217,-5.60875050633661
"22018",-4.36848532843131,-4.52047886493234,-5.73479894077102
"22019",-3.88619750898934,-4.17705948337802,-5.26167283074152
"22020",-4.03431471777965,-4.59245957697534,-5.30851127962618
"22021",-4.18658572363351,-4.62971914483374,-5.47451907936967
"22022",-4.09861597665151,-4.10186841383371,-5.73720401932948
"22023",-3.86770715509346,-3.9003543476252,-5.61542302794873
"22024",-4.47867881073525,-4.56514954656957,-5.9940927325712
"22025",-3.51315070346605,-3.54115915798519,-4.9642362175379
"22026",-4.05447735112823,-4.1181527827719,-5.63956814200865
"22027",-3.49112797081798,-3.56055131899976,-5.03438956529076
"22028",-3.83862647823051,-4.05738992621845,-5.99139866538636
"22029",-4.08385968019931,-4.42959406530798,-5.25953562620606
"22030",-3.89795673757832,-4.16075060664665,-5.79058919223902
"22031",-4.2089960895926,-4.26946476400611,-5.94959956107226
"22032",-4.39875913093385,-4.71664026664371,-6.08826230585552
"22033",-3.61321942870439,-3.71673194093707,-5.2918917318821
"22034",-3.80477605408194,-3.84260085766212,-5.14654167401839
"22035",-3.97004618552206,-4.18672242532608,-5.94941076794559
"22036",-3.81853813605424,-3.96366125296657,-5.51216108846469
"22037",-3.98004437020706,-4.28753581969068,-5.3452033711482
"22038",-4.03799048627756,-4.28309942440415,-5.72951422513066
"22039",-3.77069856556014,-3.86194711495119,-5.63974901575227
"22040",-4.26414604886239,-4.48820155233312,-5.75431427721469
"22041",-3.9861651323181,-4.14836127329241,-5.21476069570901
"22042",-4.02221904470355,-4.24646686573458,-5.33498628141635
"22043",-3.89596502028967,-4.07278606736501,-5.8974319977113
"22044",-4.14656738123323,-4.43027035146555,-6.0376778706205
"22045",-3.95044174999076,-4.04710199909875,-5.5943443208887
"22046",-4.13551454749078,-4.4223821966151,-5.15617297431875
"22047",-4.09158406238315,-4.34606849891126,-5.07125480172898
"22048",-4.22175615281283,-4.29124681691344,-5.77891947071977
"22049",-4.23724100011432,-4.43649779361899,-5.65620076061244
"22050",-3.77814328647899,-3.97957623670246,-5.4126308674669
"22051",-4.04461741310666,-4.12906191381092,-5.39359620714789
"22052",-4.11752104023356,-4.13206886326315,-5.29570792801836
"22053",-4.12571474823557,-4.15280538065198,-5.97529472927358
"22054",-3.91812199909174,-4.03255825521009,-5.05684217845738
"22055",-4.23987491220629,-4.3211038523925,-5.59003657731408
